This document is a summary of the European Public Assessment Report ( EPAR ) .	এই নথিটি ইউরোপীয় পাবলিক অ্যাসেসমেন্ট রিপোর্টের ( ইপিএআর ) সারাংশ।	0-0 1-1 2-1 3-2 4-2 7-2 8-3 9-4 10-5 11-6 12-7 12-9 13-8 14-9
By double clicking on them you will see a dialog that lets you change their values ( just a way to trick the log ) .	তাদের উপর ডবল ক্লিক করে আপনি একটি ডায়ালগ দেখবেন যা আপনাকে তাদের মান পরিবর্তন করতে সাহায্য করবে ( শুধুমাত্র লগটি চালাবার একটি উপায় ) ।	1-2 2-3 3-1 3-4 4-0 5-5 6-8 7-8 8-6 9-7 10-9 11-10 12-10 13-13 14-11 15-12 16-17 17-18 18-21 19-14 20-14 20-15 21-19 23-22 24-23 25-24
`` Every time you enter an expression , the `` '' ans `` '' variable value will be changed to the last result . ''	`` প্রত্যেকবার আপনি যখন কোন একটি অভিব্যক্তিতে প্রবেশ করেন , তখন `` '' এবং `` পরিবর্তনশীল মান '' সর্বশেষ ফলাফলে পরিবর্তন করা হবে। ''	0-0 1-1 2-1 2-3 3-2 4-7 5-4 5-5 6-6 7-9 8-8 9-11 10-12 11-11 12-11 13-12 14-15 15-16 16-22 17-21 18-20 19-21 21-18 22-19 23-23 24-23
Ctrl N New Window	নতুন উইন্ডোকে কেন্দ্র করে	0-1 1-1 2-0 2-2 3-3
Flushes the log .	লগ উড়িয়ে দাও .	0-0 0-1 1-1 2-0 2-2 3-3
Ctrl L Load Script	স্ক্রিপ্ট লোড করো	0-0 1-0 2-1 3-0 3-2
Executes the instructions in a file sequentially .	-র নির্দেশাবলী ধারাবাহিকভাবে ফাইলে কার্যকর করে।	0-0 1-0 2-1 3-2 4-2 5-3 6-2 6-4 7-5
Nice if you want to define some libraries or resume some previous work .	আপনি যদি কিছু লাইব্রেরি নির্ধারণ করতে চান অথবা পূর্বের কিছু কাজ পুনরায় শুরু করতে চান , তা হলে ভালো হবে।	0-18 1-1 1-17 2-0 3-5 3-6 4-5 5-4 6-2 6-9 7-3 8-7 9-12 9-13 10-9 11-8 12-10 13-19
Ctrl G Save Script	স্ক্রিপ্ট সংরক্ষণ করো	0-0 1-0 2-1 3-0 3-2
Saves the instructions you have typed since the session began to be able to reuse .	অধিবেশন আরম্ভ হওয়ার পর থেকে আপনার লেখা নির্দেশনা সংরক্ষণ করা হয়।	0-2 1-1 2-2 3-5 4-5 5-2 5-6 6-3 6-4 7-4 8-0 9-1 13-9 14-10 15-10
Generates text files so it should be easy to fix using any text editor , like Kate .	টেক্সট ফাইল তৈরী করে যাতে ক্যাটের মতো টেক্সট সম্পাদক ব্যবহার করে সহজে ঠিক করা যায়।	0-0 1-0 2-1 3-4 4-3 5-4 6-13 7-11 9-12 10-9 10-10 11-10 12-7 13-8 15-6 16-5 17-14
Ctrl S Save Log	এস সংরক্ষণ লগ	0-0 1-0 2-1 3-2
Saves the log with all results into an HTML file to be able to print or publish .	মুদ্রণ বা প্রকাশ করতে সক্ষম হওয়ার জন্য সকল ফলাফলসহ লগটি একটি এইচ-টি-এম-এল ফাইলে সংরক্ষণ করে।	0-5 2-9 4-7 7-10 8-11 9-12 9-13 10-6 12-3 12-4 13-3 14-0 15-1 16-2 17-14
Ctrl Q Quit	কিউ বন্ধ করো	0-0 1-0 2-1 2-2
Shuts the program down .	প্রোগ্রাম বন্ধ করে দাও।	0-0 0-1 1-2 3-2 4-3
To add a new 2D graph on kalgebra , what you have to do is to go to the 2D Graph tab and click in the Add tab to add the new function .	কালজেব্রাতে একটি নতুন দ্বিমাত্রিক গ্রাফ যোগ করার জন্য আপনাকে যা করতে হবে তা হল দ্বিমাত্রিক গ্রাফ ট্যাবে যেতে হবে এবং নতুন ফাংশন যোগ করার জন্য যোগ ট্যাবে ক্লিক করুন।	0-6 0-7 1-5 2-1 3-2 4-3 5-4 9-9 10-8 11-8 12-10 13-10 13-12 14-13 16-17 16-18 19-14 20-15 21-16 22-19 23-27 26-22 27-26 28-23 28-24 29-25 31-20 32-21 33-28
Then your focus will go to an input text box where you can type your function .	তারপর আপনার ফোকাস একটি ইনপুট টেক্সট বক্সে যাবে যেখানে আপনি আপনার ফাংশন টাইপ করতে পারেন ।	0-0 1-1 2-2 3-7 4-7 6-3 7-4 8-5 9-6 10-8 11-9 12-13 12-14 13-12 14-10 15-11 16-15
If you want to use a typical f ( x ) function it is not necessary to specify it .	যদি আপনি একটি সাধারণ এফ ( এক্স ) ফাংশন ব্যবহার করতে চান তবে এটি উল্লেখ করার প্রয়োজন নেই।	0-0 1-1 2-11 3-10 4-9 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-13 13-13 14-12 16-15 17-14 17-16 18-13 19-17
If you have entered the function click on the OK button to display the graph in the main window .	যদি আপনি ফাংশনে প্রবেশ করে থাকেন তবে প্রধান উইন্ডোতে গ্রাফ প্রদর্শন করার জন্য `` ওকে '' বাটনে ক্লিক করুন।	0-0 1-1 2-5 3-3 4-4 5-2 6-17 7-16 9-14 10-16 11-11 11-12 12-10 14-9 15-8 17-7 18-8 19-18
You can set several graphs on the same view .	আপনি একই দৃষ্টিভঙ্গিতে একাধিক গ্রাফ সেট করতে পারেন।	0-0 1-6 2-5 3-3 4-4 7-1 8-2 9-7
Just use the Add button when you are in List mode .	লিস্ট মোডে থাকার সময় শুধুমাত্র অ্যাড বোতাম ব্যবহার করা হবে।	0-4 1-7 2-2 3-5 4-6 8-1 9-0 10-1 10-8 11-9
You can set each graph its own color .	আপনি প্রতিটি গ্রাফকে তার নিজস্ব রং নির্ধারণ করতে পারেন।	0-0 2-2 3-1 4-2 5-3 6-4 7-5 8-8
The Foundation has recently been involved in organising a conference which dealt with this critical challenge .	ফাউন্ডেশন সম্প্রতি একটি সম্মেলন আয়োজনের সাথে জড়িত যা এই কঠিন চ্যালেঞ্জ মোকাবেলা করেছে।	0-0 1-0 2-1 3-1 4-1 5-5 7-4 8-2 9-3 10-7 11-11 13-8 14-9 15-10 16-12
Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities , social partners , voluntary and community organisations as well as service users .	প্রধান স্বার্থবাদী দলগুলোর ১০০ জনেরও বেশি অংশগ্রহণকারী অংশগ্রহণ করে এবং বিভিন্ন বিষয়ে বিতর্ক করে , যেমন সরকারি কর্তৃপক্ষ , সামাজিক অংশীদার , স্বেচ্ছাসেবী ও কমিউনিটি সংগঠন এবং সেবা ব্যবহারকারীদের ভূমিকা।	0-4 0-5 1-3 2-6 5-0 6-1 7-2 8-7 9-9 10-12 12-15 13-15 15-29 19-10 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 29-25 33-27 34-28 35-29
There were relatively few cases reported of attempts to involve users in service planning but their involvement in service provision was found to be more common .	সেবা পরিকল্পনায় ব্যবহারকারীদের জড়িত করার প্রচেষ্টার বিষয়ে তুলনামূলকভাবে অল্প কিছু মামলার রিপোর্ট করা হয়েছিল , তবে সেবা ব্যবস্থায় তাদের জড়িত থাকা আরও সাধারণ ছিল।	0-1 2-7 3-8 3-9 4-10 5-11 7-4 7-5 7-6 8-4 9-12 10-2 12-0 14-15 15-18 18-16 19-17 23-20 24-21 25-22 26-23
Note was also taken of the variety of different roles played by public welfare	জনকল্যাণমূলক বিভিন্ন ভূমিকা পালনেও উল্লেখযোগ্য অবদান রাখা হয়।	6-3 7-1 8-1 9-2 10-2 11-6 12-0 13-0
The Foundation organised , together with the European Commission , the Spanish Ministry of Social Affairs and the Galician regional government , a European conference on social exclusion : a major challenge for public welfare services .	ফাউন্ডেশনটি ইউরোপীয় কমিশন , স্প্যানিশ সামাজিক বিষয়ক মন্ত্রণালয় এবং গ্যালিসিয়ান আঞ্চলিক সরকারের সাথে সামাজিক বর্জনের উপর একটি ইউরোপীয় সম্মেলন সংগঠিত করে : জনকল্যাণ সেবার জন্য একটি বড় চ্যালেঞ্জ।	0-0 1-0 2-19 3-3 4-12 5-12 7-1 8-2 9-3 10-9 11-4 14-13 16-8 19-10 20-11 22-16 23-17 24-18 25-15 26-13 27-14 28-21 29-25 30-25 31-27 32-24 33-22 34-22 35-23
The Foundation recently published a comparative study as part of the EPOC project which assesses the extent to which direct participation can humanise work while increasing profitability .	ফাউন্ডেশন সম্প্রতি ইপিওসি প্রকল্পের অংশ হিসাবে একটি তুলনামূলক গবেষণা প্রকাশ করেছে যা মুনাফা বৃদ্ধির সাথে সাথে সরাসরি অংশগ্রহণের পরিমাণ নির্ধারণ করে।	0-0 1-0 2-1 3-2 4-6 5-7 6-8 7-5 8-4 9-4 12-3 13-10 13-11 16-18 17-14 17-15 19-16 20-17 25-13 26-12 27-20
The study is based on 195 personal interviews with senior officials of the social partners as representatives of national level peak organisations in fifteen European countries .	এই গবেষণাটি ১৫টি ইউরোপীয় দেশে জাতীয় পর্যায়ের শীর্ষ সংগঠনের প্রতিনিধি হিসেবে সামাজিক অংশীদারদের সিনিয়র কর্মকর্তাদের ১৯৫টি ব্যক্তিগত সাক্ষাৎকারের উপর ভিত্তি করে করা হয়েছে।	0-0 1-1 2-0 3-19 4-18 5-15 6-16 7-17 10-14 13-11 14-12 15-10 16-9 18-5 20-7 21-8 22-21 23-2 24-3 25-4 26-22
As important industrial sectors , the metal industry and the banking sector were also included .	গুরুত্বপূর্ণ শিল্প খাত হিসেবে ধাতব শিল্প ও ব্যাংকিং খাতও অন্তর্ভুক্ত হয়।	0-3 1-0 2-1 3-2 6-4 7-5 8-6 10-7 11-8 12-8 13-8 14-9 14-10 15-10
Key speakers at the social exclusion conference were ( left to right ) Cristina Louro , Employment , Industrial Relations and Social Affairs Directorate , European Commission Fernando Gomes , a high degree of Committee of the Regions Barbara Weiler , Member of the European Parliament José Maria Gil-Robles , Vice-President , European Parliament and John Carroll , Economic and Social Committee .	সামাজিক বর্জন সম্মেলনে প্রধান বক্তা ছিলেন ( বাম থেকে ডানে ) ক্রিস্টিনা লোরো , কর্মসংস্থান , শিল্প সম্পর্ক ও সামাজিক বিষয়ক অধিদপ্তর , ইউরোপীয় কমিশন ফার্নান্দো গোমেজ , ইউরোপীয় সংসদ সদস্য জোস é মারিয়া গিল-রবলস , সহ-সভাপতি , ইউরোপীয় সংসদ এবং জন ক্যারল , অর্থনৈতিক ও সামাজিক কমিটি।	0-3 1-4 4-0 5-1 6-2 7-5 8-6 9-7 11-9 12-10 13-11 14-12 15-13 16-14 17-13 17-15 18-16 19-17 20-18 21-19 22-21 23-21 25-23 26-24 27-25 28-26 29-22 37-28 38-28 39-28 40-27 41-30 44-32 45-29 48-38 49-35 49-37 50-36 51-37 52-38 53-39 54-40 55-41 56-42 57-43 58-44 59-45 60-46 61-47 62-47
Case Studies Each national report contains a portfolio of between 25 and 30 initiatives which best present policies and practices to improve the recruitment , training and development of ageing workers in both the work place and the community .	কেস স্টাডিজ প্রতিটি জাতীয় প্রতিবেদনে ২৫ থেকে ৩০টি উদ্যোগের মধ্যে একটি পোর্টফোলিও রয়েছে যা কর্মক্ষেত্রে এবং সম্প্রদায়ের মধ্যে বয়স্ক কর্মীদের নিয়োগ , প্রশিক্ষণ এবং উন্নয়নের জন্য সেরা বর্তমান নীতি এবং অনুশীলনগুলি উপস্থাপন করে।	0-0 1-1 2-2 3-3 4-4 5-12 6-10 7-11 9-6 9-9 10-5 12-7 13-8 14-13 15-26 16-27 17-28 18-15 18-16 19-30 20-25 23-20 24-21 25-22 26-23 27-22 29-24 30-19 34-14 35-14 36-29 39-32
For each country , two or three initiatives have been selected for further in depth case study .	প্রতিটি দেশের জন্য আরও গভীরভাবে কেস স্টাডির জন্য দুই বা তিনটি উদ্যোগ নির্বাচন করা হয়েছে।	0-2 1-0 2-1 4-8 5-9 6-10 7-11 9-13 10-12 11-7 12-3 14-4 15-5 16-6 17-14
These case studies analysed the background of the initiatives , their impact on employment patterns and work organisations and assessed the benefits and problems of the initiative .	এই কেস স্টাডিজ উদ্যোগের পটভূমি বিশ্লেষণ করেছে , তাদের কর্মসংস্থান প্যাটার্ন এবং কাজ সংগঠনের উপর প্রভাব এবং এই উদ্যোগের সুবিধা এবং সমস্যাগুলি মূল্যায়ন করেছে।	0-0 1-1 2-2 3-5 5-4 7-6 8-3 9-7 10-8 11-15 12-14 13-9 14-10 15-11 16-12 17-13 18-16 19-22 20-17 21-19 22-20 23-21 26-18 27-23
Visits and interviews with key personnel were also undertaken .	প্রধান কর্মীদের সঙ্গে সাক্ষাৎ ও সাক্ষাৎকারও গ্রহণ করা হয়।	0-3 1-4 2-5 3-2 4-0 5-1 5-5 7-5 8-6 8-7 8-8 9-8
These national studies will form the basis of a European report which synthesises overall practices .	এই জাতীয় গবেষণা একটি ইউরোপীয় প্রতিবেদনের ভিত্তি গঠন করবে যা সামগ্রিক চর্চাকে সমন্বয় করে।	0-0 1-1 2-2 3-8 4-7 5-5 6-6 8-3 9-4 10-5 11-9 12-11 12-12 13-10 14-11 15-13
The report and a case book of initiatives will be published in 1996 and provide the backdrop for a conference to be staged in Autumn , 1996 .	১৯৯৬ সালে প্রতিবেদন এবং উদ্যোগের একটি কেস বুক প্রকাশিত হবে এবং ১৯৯৬ সালের শরতে অনুষ্ঠিত একটি সম্মেলনের পটভূমি সরবরাহ করবে।	1-2 2-3 3-5 4-6 5-7 7-4 8-9 9-9 10-8 11-1 12-11 12-12 13-10 14-18 16-17 18-15 19-16 22-14 23-14 27-19
The Foundation aims to document the characteristics of age barriers in job recruitment and training and to analyse their causes .	প্রতিষ্ঠানটির লক্ষ্য হলো চাকরির নিয়োগ ও প্রশিক্ষণের ক্ষেত্রে বয়সভিত্তিক প্রতিবন্ধকতার বৈশিষ্ট্য লিপিবদ্ধ করা এবং তাদের কারণ বিশ্লেষণ করা।	0-0 1-1 2-1 2-2 4-11 6-10 9-8 9-9 10-7 11-3 12-4 13-5 14-6 15-13 16-12 17-16 18-14 19-15 20-17
The perspectives of the social partners is also being examined , with particular attention paid to proposals for removing age barriers .	সামাজিক অংশীদারদের দৃষ্টিভঙ্গিও পরীক্ষা করা হচ্ছে , বিশেষ করে বয়সের বাধা দূর করার প্রস্তাবের প্রতি মনোযোগ দেওয়া হচ্ছে।	4-0 5-1 6-5 8-4 9-3 10-6 11-2 12-7 12-8 13-14 13-15 14-15 15-12 16-13 17-14 18-11 19-9 20-16 21-17
Thirdly , the project documents and assesses initiatives , in both the public and private sectors which combat age barriers , especially for older workers .	তৃতীয়ত , প্রকল্পটি বয়সভিত্তিক বাধাগুলো , বিশেষ করে বয়স্ক শ্রমিকদের বিরুদ্ধে লড়াই করা সরকারি ও বেসরকারি উভয় খাতেই উদ্যোগগুলোকে নথিবদ্ধ এবং মূল্যায়ন করে।	0-0 1-1 3-2 4-3 6-3 7-18 8-5 10-16 12-13 13-11 13-14 14-15 15-17 17-10 19-4 20-5 21-6 23-21 24-9 24-21 25-22
Seeking alternatives to early retirement and redundancy , the project is primarily concerned with the retention , reintegration and retraining of older workers .	প্রাথমিক অবসর এবং পুনর্বাসনের বিকল্পগুলি অনুসন্ধান করে , প্রকল্পটি মূলত বয়স্ক শ্রমিকদের ধরে রাখা , পুনরায় সংহতকরণ এবং প্রশিক্ষণের সাথে জড়িত।	1-4 2-3 3-0 4-1 5-2 7-7 8-5 8-6 9-8 10-9 11-9 12-9 13-19 14-13 15-12 16-14 17-15 18-17 19-16 21-20 22-11
The gender and ethnic backgrounds of workers and how these relate to age discrimination are examined .	শ্রমিকদের লিঙ্গ এবং জাতিগত পটভূমি এবং কিভাবে এগুলো বয়সের বৈষম্যের সাথে সম্পর্কিত তা পরীক্ষা করা হয়।	0-0 1-1 2-2 3-3 4-4 6-0 7-5 8-6 9-7 10-10 10-11 11-10 12-8 13-9 15-13 15-14 15-15 16-15
The project also considers initiatives to combat age discrimination in rural areas and in small and medium sized enterprises .	প্রকল্পটি গ্রামীণ এলাকায় এবং ছোট ও মাঝারি আকারের উদ্যোগগুলিতে বয়সের বৈষম্যের বিরুদ্ধে লড়াই করার উদ্যোগগুলি বিবেচনা করে।	0-0 1-0 3-2 4-2 5-13 6-11 7-9 8-10 10-1 11-1 12-3 14-4 15-12 16-6 17-7 18-14 19-16
Seven member states are covered by the project : Belgium , France , Germany , Greece , Italy , the Netherlands and the United Kingdom .	সাতটি সদস্য রাষ্ট্র এই প্রকল্প দ্বারা আচ্ছাদিত : বেলজিয়াম , ফ্রান্স , জার্মানি , গ্রীস , ইতালি , নেদারল্যান্ড এবং যুক্তরাজ্য।	0-0 1-1 2-2 4-6 5-5 6-3 7-4 8-7 9-8 10-9 11-10 12-9 13-12 14-11 15-14 16-13 17-16 18-15 18-17 20-18 21-19 23-20 24-20 25-20
This document is a summary of the European Public Assessment Report .	এই নথিটি ইউরোপীয় পাবলিক অ্যাসেসমেন্ট রিপোর্টের একটি সারসংক্ষেপ।	0-0 1-1 2-1 3-6 4-2 7-2 8-3 9-4 10-5 11-7
It explains how the Committee for Medicinal Products for Veterinary Use ( CVMP ) assessed the studies performed , to reach their recommendations on how to use the medicine .	এটি ব্যাখ্যা করে কিভাবে ভেটেরিনারি ইউজ ( সিভিএমপি ) এর জন্য মেডিসিনাল প্রোডাক্টস ফর ভেটেরিনারি ইউজ ( সিভিএমপি ) গবেষণা মূল্যায়ন করে ঔষধটি কিভাবে ব্যবহার করতে হবে তার সুপারিশে পৌঁছানোর জন্য।	0-0 1-1 1-2 2-3 6-11 7-12 8-13 9-14 10-15 11-16 12-17 13-18 14-20 16-19 17-20 20-29 21-21 22-28 23-28 24-23 25-25 25-26 26-24 28-22 29-30
What is Cerenia ?	সেরিনিয়া কী ?	0-1 1-0 2-0 3-2
Cerenia contains the active substance maropitant and is available as tablet or as solution for injection .	সেরেনিয়াতে সক্রিয় উপাদান ম্যারোপিটান্ট রয়েছে এবং এটি ট্যাবলেট বা ইনজেকশনের সমাধান হিসেবে পাওয়া যায়।	0-0 3-1 4-1 4-2 5-3 5-4 6-5 7-6 8-7 10-7 11-8 12-11 13-10 14-11 15-9 15-12 15-13 16-13
The tablets are pale-orange and have a score line on both sides so that they can be halved .	ফলকগুলি ফ্যাকাশে-কমলা এবং উভয় পাশে একটি স্কোর লাইন রয়েছে যাতে তা অর্ধেক করা যায়।	1-1 2-0 3-1 3-3 4-2 6-5 7-6 8-7 9-4 10-3 11-4 11-8 12-9 12-10 13-9 14-10 15-9 16-12 17-11 17-13 18-13
Each tablet is marked with the Pfizer logo on one side and with the letters MPT and the quantity of maropitant on the other side .	প্রতিটি ট্যাবলেট একদিকে পিফাইজার লোগো এবং অন্যদিকে এম.পি.টি অক্ষর এবং ম্যারোপিট্যান্টের পরিমাণ দিয়ে চিহ্নিত করা হয়।	0-0 1-1 2-0 3-13 6-3 7-4 8-2 9-2 10-2 10-6 11-5 14-8 15-7 15-10 16-9 18-11 19-11 20-12 21-14 25-15
What is Cerenia used for ?	সেরিনিয়া কিসের জন্য ব্যবহৃত হয় ?	0-1 1-4 2-0 2-4 3-3 4-2 5-5
Cerenia is an anti-emetic , this means that it stops vomiting .	সেরেনিয়া একটি এন্টি-ইমেটিক , তার মানে এটা বমি বন্ধ করে দেয়।	0-0 2-1 3-2 4-3 5-6 6-5 7-5 8-6 9-8 9-9 10-7 10-10 11-10
It is used in dogs to prevent vomiting such as vomiting caused by chemotherapy ( medicines used for the treatment of cancer , some of which are known to cause vomiting ) .	এটি কুকুরের মধ্যে ব্যবহার করা হয় বমি প্রতিরোধ করার জন্য যেমন কেমোথেরাপি ( ক্যানসারের চিকিৎসার জন্য ব্যবহৃত ওষুধ , যার মধ্যে কিছু বমি করে বলে জানা যায় ) ।	0-0 1-5 2-3 2-4 3-2 4-1 5-8 6-7 7-5 7-6 8-10 9-10 13-11 14-12 15-17 16-16 17-15 19-14 21-13 22-18 23-21 24-20 25-19 27-25 28-24 30-22 30-26 31-27 32-28
In combination with supportive measures such as other veterinary treatment or a special diet , Cerenia can also be used in the treatment of vomiting ( either as injection or as injection followed by tablets ) .	অন্যান্য পশু চিকিৎসা বা একটি বিশেষ খাদ্যতালিকার মতো সহায়ক ব্যবস্থাগুলির সাথে একযোগে , বমির চিকিৎসাতেও সেরেনিয়া ব্যবহার করা যেতে পারে ( হয় ইঞ্জেকশন হিসাবে বা ইনজেকশনের পরে ট্যাবলেট হিসাবে ) ।	1-11 2-10 3-8 4-9 6-7 7-0 8-1 9-2 10-3 11-4 12-5 13-6 14-12 15-14 15-15 16-19 18-18 19-16 19-17 24-13 25-20 26-24 27-23 28-22 29-24 30-23 31-25 32-26 34-27 35-29 36-30
For these purposes , Cerenia can be given for up to five days	এই উদ্দেশ্যে সেরেনিয়াকে পাঁচ দিন পর্যন্ত দেওয়া যেতে পারে	0-1 1-0 2-1 4-2 5-8 6-7 7-6 9-5 11-3 12-4
How does Cerenia work ?	সেরিনিয়া কীভাবে কাজ করে ?	0-1 1-0 2-0 3-2 3-3 4-4
Cerenia blocks a neurokinin 1 ( NK1 ) receptor , which acts in the central nervous system .	সেরিনিয়া নিউরোকিনিন ১ ( এনকে১ ) রিসেপটর ব্লক করে , যা কেন্দ্রীয় স্নায়ুতন্ত্রে কাজ করে।	0-0 1-1 3-1 4-2 5-3 6-4 6-6 7-5 8-6 8-8 9-9 10-10 11-13 14-11 15-12 16-12 17-14
How has Cerenia been studied ?	সেরেনিয়া কীভাবে অধ্যয়ন করা হয়েছে ?	0-1 1-2 2-0 3-3 4-4 5-5
A large number of studies with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in several European countries and in the USA .	সেরেনিয়ার সাথে বেশ কয়েকটি ইউরোপীয় দেশে এবং মার্কিন যুক্তরাষ্ট্রে ল্যাবরেটরি কুকুর বা পশুরোগীদের নিয়ে গবেষণা করা হয়।	2-2 4-14 5-1 6-0 6-3 7-2 8-3 12-9 13-10 14-11 17-15 19-12 20-12 23-4 24-5 25-6 26-5 28-7 28-8 29-16
What benefit has Cerenia shown during the studies ?	অধ্যয়নের সময় সেরেনিয়া কোন উপকার দেখিয়েছে ?	0-0 1-0 2-1 3-2 4-2 7-5 8-6
The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .	গবেষণায় দেখা গেছে যে সেরেনিয়া প্লাসিবোর চেয়ে বেশি কার্যকর : যেসব কুকুর ওষুধ পেয়েছে তাদের তুলনায় কম বমি দেখা গেছে।	4-0 5-1 5-2 6-3 7-4 9-7 10-8 11-7 13-5 14-9 15-16 16-17 18-1 21-10 22-6 24-12 27-11 29-13 31-15 42-17 43-19
The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .	একটি বমি কুকুরের চিকিৎসা ইনজেকশন দিয়ে শুরু করা উচিত , যেহেতু প্রাণী বমি করে একটি ট্যাবলেট নিচে রাখতে পারে না ( যেমন তারা আবার অক্ষত ট্যাবলেট ছুড়ে ফেলতে পারে ) ।	1-3 3-0 4-1 5-2 6-8 7-7 8-6 11-4 12-9 13-10 14-12 15-11 16-18 17-19 18-18 19-17 20-17 21-17 22-14 23-15 24-16 25-20 26-21 27-22 28-28 29-27 31-24 32-25 32-26 33-25 34-23 35-29 36-30
For follow-up treatment , the animal owner can administer the tablets to the dog .	পরবর্তী চিকিৎসার জন্য , পশুর মালিক সেই ফলকগুলো কুকুরের হাতে তুলে দিতে পারেন।	0-2 1-0 2-1 3-3 5-4 6-5 8-6 9-6 10-7 11-11 12-10 13-8 14-12
Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .	এ ছাড়া , বমি করার চিকিৎসা শুধু অন্যান্য সহায়ক ব্যবস্থা বা অন্যান্য পশুচিকিৎসার সঙ্গে হওয়া উচিত , যেখানে বমির মূল কারণগুলো সম্বন্ধে উল্লেখ করা হবে।	0-0 0-1 1-2 3-5 4-4 5-3 6-15 7-6 9-13 10-13 11-7 11-11 12-8 12-12 13-9 14-10 15-11 16-14 18-17 21-19 22-20 23-21 24-22 24-23 25-18 26-24
What is the risk associated with Cerenia ?	সেরেনিয়ার সাথে কোন ঝুঁকি জড়িত ?	0-2 3-3 4-4 5-1 6-0 6-4 7-5
Cerenia was generally well tolerated when administered daily at dosages up to 5 times the recommended doses for an extended period of time ( up to 3 times the recommended maximum duration of treatment ) .	দৈনিক ডোজে অতিরিক্ত সময়ের জন্য সুপারিশকৃত ডোজের চেয়ে ৫ গুণ বেশি মাত্রায় ( চিকিৎসার সর্বোচ্চ সময়ের চেয়ে ৩ গুণ বেশি সময় ) সেরেনিয়াকে সাধারণত ভালভাবে সহ্য করা হতো।	0-22 2-23 3-24 4-25 6-3 7-0 9-7 12-8 13-9 13-10 15-5 16-6 17-4 18-2 22-20 23-12 26-17 27-18 29-26 30-14 33-13 34-21 35-27
What are the precautions for the person who gives the medicine or comes into contact with the animal ?	যে-ব্যক্তি ওষুধ দেন অথবা পশুর সংস্পর্শে আসেন , তার জন্য কোন সাবধানতা অবলম্বন করা হয় ?	0-10 3-11 3-12 4-9 6-0 7-0 8-2 9-8 10-1 11-3 12-6 13-5 14-5 15-5 16-13 17-4 17-14 18-15
Cerenia does not represent a particular risk for people .	সেরিনিয়া মানুষের জন্য কোন বিশেষ ঝুঁকির প্রতিনিধিত্ব করে না।	0-0 1-0 3-6 4-3 5-4 6-5 7-2 8-1 9-8
